category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Fragrance/Women/Rollerballs & Travel Size,Roses De Chloé Rollerball,Chloé,30.0,P400324,0.33 oz/ 9.8 mL,1751007,10106,4.593,86,https://www.sephora.com/product/roses-de-chloe-rollerball-P400324?icid2=products
Fragrance/Women/Perfume,Chloe Nomade Eau de Toilette,Chloé,68.0,P441205,1.7oz/50mL,2176154,737,4.1707,82,https://www.sephora.com/product/chloe-nomade-eau-de-toilette-P441205?icid2=products
Makeup/Lip/Lipstick,Velvet Matte Lip Colour,Christian Louboutin,90.0,P400560,0.134 oz,1750165,39619,4.3191,94,https://www.sephora.com/product/velvet-matte-lip-colour-P400560?icid2=products
Makeup/Lip/Lipstick,Silky Satin Lip Colour ,Christian Louboutin,90.0,P400556,0.13 oz/ 3.7 g,2149193,33122,4.2785,79,https://www.sephora.com/product/silky-satin-lip-colour-P400556?icid2=products
Makeup/Lip/Lipstick,Sheer Voile Lip Colour,Christian Louboutin,90.0,P400558,0.123 oz,1750066,11698,4.32,25,https://www.sephora.com/product/sheer-voile-lip-colour-P400558?skuId=1750074&icid2=products
Makeup/Lip/Lip Gloss,Loubilaque Lip Lacquer,Christian Louboutin,85.0,P409757,Bengali,1842277,15258,3.561,41,https://www.sephora.com/product/loubilac-lip-lacquer-P409757?skuId=1842269&icid2=products
Makeup/Lip/Lip Gloss,Loubilaque Lip Gloss,Christian Louboutin,85.0,P432856, - hologram pink,2111227,5332,4.3333,12,https://www.sephora.com/product/loubilaque-lip-gloss-P432856?skuId=2111235&icid2=products
Makeup/Eye/Mascara,Lash Amplifying Lacquer,Christian Louboutin,70.0,P417857,0.23 oz/ 7 mL,1936814,3694,4.3043,23,https://www.sephora.com/product/lash-amplifying-lacquer-P417857?icid2=products
Makeup/Nail,Rouge Louboutin,Christian Louboutin,50.0,P388556,0.4 oz,1652155,10786,4.1875,144,https://www.sephora.com/product/rouge-louboutin-P388556?icid2=products
Makeup/Eye/Eyeshadow,Tape A l'Oeil- Metallic Eye Colour,Christian Louboutin,50.0,P437446,0.23 oz/ 7 mL,2157147,1816,3.4286,7,https://www.sephora.com/product/tape-l-oeil-metallic-eye-colour-P437446?icid2=products
Makeup/Lip/Lip Gloss,"Loubibelle, Lip Beauty Oil",Christian Louboutin,70.0,P429014, - red,2058204,2627,4,8,https://www.sephora.com/product/loubibelle-lip-beauty-oil-P429014?icid2=products
Makeup/Eye/Eyeshadow,Tape A l'Oeil- Matte Nude Eye Colour,Christian Louboutin,50.0,P437445,0.23 oz/ 7 mL,2157121,3059,4.4286,7,https://www.sephora.com/product/tape-l-oeil-matte-nude-eye-colour-P437445?icid2=products
Makeup/Eye/Eyeliner,Luminous Ink Liner,Christian Louboutin,75.0,P417858,0.135 oz/ 4 mL,1936798,3716,4.1667,18,https://www.sephora.com/product/luminous-ink-liner-P417858?icid2=products
Makeup/Eye/Eyeliner,Velvet Eye Definer,Christian Louboutin,40.0,P417854,0.056 oz/ 1.6 g,1936723,2191,3.5556,9,https://www.sephora.com/product/velvet-eye-definer-P417854?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Purifying Scalp Scrub with Sea Salt,Christophe Robin,19.0,P401452,8.33 oz/ 246 mL,1747393,41529,4.3452,953,https://www.sephora.com/product/purifying-scalp-scrub-with-sea-salt-P401452?icid2=products
Hair/Value & Gift Sets,Perfect Hair Duo,Christophe Robin,23.0,P450522,na,2276178,3301,3.8889,9,https://www.sephora.com/product/perfect-hair-duo-P450522?icid2=products
Mini Size/Hair,Purifying Scalp Scrub with Sea Salt Mini,Christophe Robin,19.0,P426184,2.7 oz/ 75 mL,1922277,23626,4.267,206,https://www.sephora.com/product/purifying-scalp-scrub-with-sea-salt-mini-P426184?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Shade Variation Mask - Baby Blonde,Christophe Robin,53.0,P401450,8.33 oz/ 246 mL,1747419,16216,4.3182,154,https://www.sephora.com/product/shade-variation-mask-baby-blonde-P401450?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Volume Shampoo Paste with Rassoul Clay and Rose Extracts,Christophe Robin,19.0,P419022,8.33 oz/ 250 mL,1918671,18159,3.7578,322,https://www.sephora.com/product/volume-shampoo-paste-with-rassoul-clay-and-rose-extracts-P419022?icid2=products
Hair/Hair Tools/Hair Brushes & Combs,Boar Bristle Detangling Paddle Hairbrush,Christophe Robin,85.0,P415206,Full Size,1898022,8789,4.05,40,https://www.sephora.com/product/boar-bristle-detangling-paddle-hairbrush-P415206?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Regenerating Mask with Prickly Pear Seed Oil,Christophe Robin,71.0,P401454,8.33 oz/ 246 mL,1747377,11449,3.719,427,https://www.sephora.com/product/regenerating-mask-with-rare-prickly-pear-seed-oil-P401454?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Purifying Shampoo for Oily or Flaky Scalp,Christophe Robin,38.0,P412412,8.33 oz/ 250 mL,1801497,7904,4.0222,90,https://www.sephora.com/product/purifying-shampoo-for-oily-or-flaky-scalp-P412412?icid2=products
Mini Size/Hair,Shade Variation Mask - Baby Blonde Mini,Christophe Robin,18.0,P434536,2.53 oz/ 75 mL,2132330,0,4.5,4,https://www.sephora.com/product/shade-variation-mask-baby-blonde-mini-P434536?icid2=products
Hair/Best For/Color Care,Shade Variation Mask - Ash Brown,Christophe Robin,18.0,P401449,8.33 oz/ 246 mL,1747427,4231,3.8065,62,https://www.sephora.com/product/shade-variation-mask-ash-brown-P401449?icid2=products
Mini Size/Hair,Volume Shampoo Paste with Rassoul Clay and Rose Extracts Mini,Christophe Robin,19.0,P432275,2.7 oz/ 75 mL,2109577,0,3.9231,13,https://www.sephora.com/product/volume-shampoo-paste-with-rassoul-clay-and-rose-extracts-mini-P432275?icid2=products
Hair/Shampoo & Conditioner/Co Wash & No Poo,Cleansing Mask With Lemon,Christophe Robin,49.0,P401465,8.33 oz/ 246 mL,1747260,7352,4.1935,62,https://www.sephora.com/product/cleansing-mask-with-lemon-P401465?icid2=products
Makeup/Lip/Lipstick,Glitter Flip,Ciaté London,9.5,P422513,0.10 oz/ 2.98 g,1972223,87407,3.9576,897,https://www.sephora.com/product/glitter-flip-P422513?icid2=products
Makeup/Value & Gift Sets,Mini Mani Month Advent Calendar,Ciaté London,60.0,P451166,na,2287753,3457,4.5,6,https://www.sephora.com/product/mini-mani-month-advent-calendar-P451166?icid2=products
Tools & Brushes/Accessories/Mirrors & Sharpeners,Jessica Rabbit Compact Mirror,Ciaté London,17.5,P451637,na,2287803,1685,3.5,4,https://www.sephora.com/product/jessica-rabbit-compact-mirror-P451637?icid2=products
Makeup/Eye/Eye Palettes,Glitter Storm Eyeshadow Palette,Ciaté London,30.0,P436741,na,2115434,24567,4.4061,197,https://www.sephora.com/product/glitter-storm-eyeshadow-palette-P436741?icid2=products
Makeup/Face/Highlighter,Jessica Rabbit Multi - Glow Face & Body Highlighter,Ciaté London,25.0,P451636,0.60 oz/ 17 g,2296242,2705,3.75,12,https://www.sephora.com/product/jessica-rabbit-multi-glow-face-body-highlighter-P451636?icid2=products
Makeup/Eye/Eye Palettes,Jessica Rabbit Eyeshadow Palette,Ciaté London,27.0,P441876,9 x 0.04 oz/ 1.2 g,2191468,3827,3,46,https://www.sephora.com/product/jessica-rabbit-eyeshadow-palette-P441876?icid2=products
Makeup/Cheek/Blush,Glow-To Illuminating Blush,Ciaté London,26.0,P418830,0.141 oz/ 4 g,1915347,27403,4.3398,103,https://www.sephora.com/product/glow-to-illuminating-blush-highlight-P418830?icid2=products
Makeup/Lip/Lipstick,Glitter Storm Lipstick,Ciaté London,22.0,P440513,0.12 oz/ 3.5 g,2115384,9430,4.6364,22,https://www.sephora.com/product/glitter-storm-lipstick-P440513?icid2=products
Makeup/Face/Highlighter,Dewy Stix - Luminous Highlighting Balm,Ciaté London,26.0,P417001,0.17 oz/ 5 g,1972280,24420,3.8755,546,https://www.sephora.com/product/dewy-stix-luminous-highlighting-balm-P417001?icid2=products
Makeup/Face/Face Primer,Watermelon Burst Hydrating Primer,Ciaté London,28.0,P446306,1.35 oz/ 40 mL,2204220,5595,4.5,74,https://www.sephora.com/product/watermelon-burst-hydrating-primer-P446306?icid2=products
Makeup/Lip/Lipstick,Jessica Rabbit Glitter Storm Lipstick,Ciaté London,22.0,P441877,0.12 oz/ 3.5 g,2191476,3426,4.6364,11,https://www.sephora.com/product/glitter-storm-lipstick-P441877?icid2=products
Makeup/Eye/Mascara,Wonderwand Intensely Volumising Mascara,Ciaté London,22.0,P411547,0.32 oz/ 9.1 g,1840636,6117,4.1348,460,https://www.sephora.com/product/wonderwand-intensely-volumising-mascara-P411547?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Makeup Brush Cleaner,Cinema Secrets,24.0,P390961,32 oz/ 946 mL,1662162,59754,4.3355,918,https://www.sephora.com/product/makeup-brush-cleaner-P390961?skuId=1662154&icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Makeup Brush Cleaner Pro Starter Kit,Cinema Secrets,25.0,P394935,8 oz/ 237 mL,1702745,39109,4.3263,567,https://www.sephora.com/product/makeup-brush-cleaner-pro-starter-kit-P394935?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Makeup Brush Cleaner Travel Set,Cinema Secrets,10.0,P411532,na,1841469,26460,4.2589,367,https://www.sephora.com/product/makeup-brush-cleaner-travel-set-P411532?icid2=products
Mini Size/Makeup,Makeup Brush Cleaner Mini,Cinema Secrets,10.0,P425939,2 oz/ 60 mL,1662147,9757,4.3,60,https://www.sephora.com/product/makeup-brush-cleaner-mini-P425939?icid2=products
Makeup/Face/Setting Spray & Powder,Ultralucent Setting Powder,Cinema Secrets,22.0,P402987,0.67 oz,1768266,13602,4.2143,168,https://www.sephora.com/product/ultralucent-setting-powder-P402987?icid2=products
Skincare/Cleansers/Makeup Removers,Break It Down Waterproof Makeup Remover,Cinema Secrets,20.0,P410842,4.2 oz/ 124 mL,1863901,2110,4.3333,18,https://www.sephora.com/product/break-it-down-waterproof-makeup-remover-P410842?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Makeup Sanitizing Spray,Cinema Secrets,18.0,P453217,6 oz/ 177 mL,2287860,294,na,na,https://www.sephora.com/product/cinema-secrets-makeup-sanitizing-spray-P453217?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Cleansing Tin,Cinema Secrets,6.0,P394558,na,1662139,5921,3.5806,31,https://www.sephora.com/product/cleansing-tin-P394558?icid2=products
Makeup/Face/Face Primer,Super Sealer Mattifying Setting Spray,Cinema Secrets,24.0,P402980,3.4 oz/ 101 mL,1768191,6844,3.4776,67,https://www.sephora.com/product/super-sealer-mattifying-setting-spray-P402980?icid2=products
Skincare/Treatments/Face Serums,Double Serum Complete Age Control Concentrate,Clarins,89.0,P421235,1 oz/ 30 mL,1973973,23813,4.1146,419,https://www.sephora.com/product/double-serum-complete-age-control-concentrate-P421235?icid2=products
Skincare/Masks/Face Masks,V-Facial Intensive Wrap,Clarins,60.0,P408230,2.5 oz/ 74 mL,1819952,3708,4.9231,13,https://www.sephora.com/product/v-facial-intensive-wrap-P408230?icid2=products
Skincare/Moisturizers/Moisturizers,Extra-Firming Wrinkle Control Firming Day Cream SPF 15,Clarins,87.0,P430338,1.7 oz/ 50 mL,2072221,2480,5,7,https://www.sephora.com/product/extra-firming-wrinkle-control-firming-day-cream-spf-15-P430338?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Super Restorative Total Eye Concentrate,Clarins,85.0,P95040,0.5 oz/ 15 mL,1682194,8987,4.2178,202,https://www.sephora.com/product/super-restorative-total-eye-concentrate-P95040?icid2=products
Bath & Body/Body Care/Cellulite & Stretch Marks,Tonic Body Treatment Oil,Clarins,65.0,P95070,3.4 oz/ 100 mL,74773,16046,4.3682,220,https://www.sephora.com/product/tonic-body-treatment-oil-P95070?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Gentle Foaming Cleanser with Cottonseed,Clarins,26.0,P228101,4.4 oz/ 130 mL,1108240,11511,4.4731,501,https://www.sephora.com/product/gentle-foaming-cleanser-P228101?icid2=products
Skincare/Sun Care/Body Sunscreen,Sunscreen Multi-Protection Broad Spectrum SPF 50,Clarins,43.0,P393065,1.7 oz,1682202,6559,3.8302,106,https://www.sephora.com/product/sunscreen-multi-protection-broad-spectrum-spf-50-P393065?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,Lip Comfort Oil,Clarins,26.0,P407406,0.1 oz/ 7 mL,1800150,49615,4.2338,385,https://www.sephora.com/product/instant-light-lip-comfort-oil-P407406?icid2=products
Bath & Body/Body Care/Cellulite & Stretch Marks,Body Fit Anti-Cellulite Contouring Expert,Clarins,70.0,P415749,6.9 oz/ 200 mL,1923838,9426,4.1935,31,https://www.sephora.com/product/body-fit-anti-cellulite-contouring-expert-P415749?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,One-Step Gentle Exfoliating Cleanser with Orange Extract,Clarins,38.0,P94812,4.3 oz/ 127 mL,663922,15512,4.6589,472,https://www.sephora.com/product/one-step-gentle-exfoliating-facial-cleanser-P94812?icid2=products
Skincare/Moisturizers/Night Creams,Extra-Firming Wrinkle Control Regenerating Night Cream,Clarins,93.0,P429504,1.6 oz/50 mL,2048585,2166,4.6,5,https://www.sephora.com/product/extra-firming-night-P429504?icid2=products
Skincare/Moisturizers/Night Creams,Multi-Active Night Cream - Normal to Combination Skin,Clarins,58.0,P406942,1.6 oz/ 47 mL,1800259,5506,4.2245,49,https://www.sephora.com/product/multi-active-night-cream-normal-to-combination-skin-P406942?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Replacement Facial Brush Head,Clarisonic Skincare,32.0,P229205,1 refill,1340694,64106,4.5808,1083,https://www.sephora.com/product/replacement-facial-brush-head-P229205?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Replacement Brush Head Twin-Pack,Clarisonic Skincare,44.0,P256821,2 refills,1426170,62162,4.688,782,https://www.sephora.com/product/replacement-brush-head-twin-pack-P256821?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Mia Prima Facial Cleansing & Pore Minimizing Skincare Device,Clarisonic Skincare,99.0,P435204,White,2109635,12063,3.6048,124,https://www.sephora.com/product/mia-prima-sonic-facial-cleansing-brush-P435204?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Mia Smart Anti-Aging and Cleansing Skincare Device,Clarisonic Skincare,169.0,P435205,White,2109643,15217,4.2199,291,https://www.sephora.com/product/mia-smart-3-in-1-connected-sonic-beauty-device-P435205?icid2=products
Men/Other Needs/Cleansing Brushes,Mia Men Facial Cleansing Skincare Device with Charcoal Brush Head,Clarisonic Skincare,99.0,P447208,na,2260057,861,5,1,https://www.sephora.com/product/mia-men-sonic-facial-cleansing-brush-P447208?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Daily Radiance Cleansing Brush Head,Clarisonic Skincare,29.0,P435393,Single,2109585,0,3.2,25,https://www.sephora.com/product/daily-radiance-cleansing-brush-head-P435393?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Sensitive Skin Cleansing Brush Head,Clarisonic Skincare,29.0,P435392,Single,2109593,0,4,4,https://www.sephora.com/product/sensitive-skin-cleansing-brush-head-P435392?icid2=products
Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,Deep Pore Facial Cleansing Brush Head,Clarisonic Skincare,27.0,P432642,1 refill,1340694,0,4.5,4,https://www.sephora.com/product/deep-pore-facial-cleansing-brush-head-P432642?icid2=products
Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,Deep Pore Facial Cleansing Brush Head Twin Pack,Clarisonic Skincare,44.0,P432646,2 refills,1426170,0,5,2,https://www.sephora.com/product/deep-pore-facial-cleansing-brush-head-twin-pack-P432646?icid2=products
Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,Acne Facial Cleansing Brush Head,Clarisonic Skincare,27.0,P432643,1 refill,1409168,0,5,4,https://www.sephora.com/product/acne-facial-cleansing-brush-head-P432643?icid2=products
Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,Cashmere Cleanse Facial Cleansing Brush Head,Clarisonic Skincare,30.0,P432644,Luxe Facial Brush Head - Cashmere Cleanse,1720184,0,4.6667,6,https://www.sephora.com/product/cashmere-cleanse-facial-cleansing-brush-head-P432644?icid2=products
Skincare/High Tech Tools/Anti-Aging,Firming Massage Head,Clarisonic Skincare,59.0,P418202,na,1927151,8117,3.1591,44,https://www.sephora.com/product/uplift-firming-massage-head-P418202?icid2=products
Fragrance/Women/Perfume,Reserve - Acqua Neroli,CLEAN RESERVE,98.0,P429079,3.4 oz/ 100 mL,2036770,4901,4.2692,130,https://www.sephora.com/product/reserve-acqua-neroli-P429079?icid2=products
Fragrance/Women/Perfume,Reserve - Rain,CLEAN RESERVE,28.0,P404358,3.4 oz/ 100 mL,1773183,5070,4.2469,81,https://www.sephora.com/product/reserve-rain-P404358?icid2=products
Fragrance/Women/Perfume,Reserve - Skin,CLEAN RESERVE,28.0,P404356,3.4 oz/ 101 mL,1773175,4878,4.6632,95,https://www.sephora.com/product/reserve-skin-P404356?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Reserve - Giving Back Gift Set,CLEAN RESERVE,48.0,P449120,na,2253029,1158,3,1,https://www.sephora.com/product/reserve-giving-back-gift-set-P449120?icid2=products
Fragrance/Women/Perfume,Classic - Warm Cotton,CLEAN RESERVE,24.0,P179007,2oz/60mL,2197143,9826,4.081,531,https://www.sephora.com/product/warm-cotton-P179007?icid2=products
Fragrance/Women/Perfume,Reserve - Warm Cotton,CLEAN RESERVE,28.0,P404354,3.4 oz/ 101 mL,1773167,2787,3.1912,204,https://www.sephora.com/product/reserve-warm-cotton-P404354?icid2=products
Fragrance/Women/Perfume,Classic - Skin,CLEAN RESERVE,24.0,P294713,1oz/30mL ,2196996,9922,4.3898,313,https://www.sephora.com/product/skin-P294713?icid2=products
Fragrance/Women/Perfume,Reserve - Citron Fig,CLEAN RESERVE,98.0,P415221,3.4 oz/ 100 mL,1841873,4263,4.5085,59,https://www.sephora.com/product/reserve-citron-fig-P415221?icid2=products
Fragrance/Women/Perfume,Reserve - Solar Bloom,CLEAN RESERVE,28.0,P442520,3.4oz/100mL,2170835,2265,4.1905,42,https://www.sephora.com/product/reserve-solar-bloom-P442520?icid2=products
Fragrance/Women/Perfume,Reserve - Sel Santal,CLEAN RESERVE,98.0,P415222,3.4 oz/ 100 mL,1841881,3363,3.9469,113,https://www.sephora.com/product/reserve-sel-santal-P415222?icid2=products
Fragrance/Women/Perfume,Classic - Ornament Layering Trio,CLEAN RESERVE,10.0,P449550,na,2287654,1312,3.6667,6,https://www.sephora.com/product/classic-ornament-layering-trio-P449550?icid2=products
Fragrance/Women/Perfume,Reserve - Acqua Neroli Travel Spray,CLEAN RESERVE,28.0,P429078,0.33 oz/ 10 mL,2036788,4143,4.5294,51,https://www.sephora.com/product/reserve-acqua-neroli-travel-spray-P429078?icid2=products
Skincare/Value & Gift Sets,Sparkle & Glow,CLINIQUE,29.5,P449615,na,2239077,4433,4.9167,12,https://www.sephora.com/product/sparkle-glow-P449615?icid2=products
Skincare/Moisturizers/Moisturizers,Moisture Surge 72-Hour Auto-Replenishing Hydrator,CLINIQUE,12.0,P425416,1.7 oz/ 50 mL,2019461,66354,4.3302,966,https://www.sephora.com/product/moisture-surge-72-hour-auto-replenishing-hydrator-P425416?icid2=products
Skincare/Moisturizers/Moisturizers,Dramatically Different Moisturizing Lotion+,CLINIQUE,5.0,P381030,4.2 oz Pump/ 125 mL,1538354,70832,3.8937,1702,https://www.sephora.com/product/dramatically-different-moisturizing-lotion-P381030?icid2=products
Skincare/Value & Gift Sets,From Party to PJs,CLINIQUE,15.0,P449616,na,2239085,4454,5,1,https://www.sephora.com/product/from-party-to-pjs-P449616?icid2=products
Makeup/Face/Foundation,Even Better Foundation Makeup Broad Spectrum SPF 15,CLINIQUE,29.5,P234967," - medium, warm-neutral undertones",2084010,64928,4.1831,2452,https://www.sephora.com/product/even-better-makeup-spf-15-P234967?icid2=products
Skincare/Moisturizers/Moisturizers,Dramatically Different Moisturizing Gel,CLINIQUE,5.0,P122900,4.2 oz Pump/ 125 mL,789727,80748,4.4593,3536,https://www.sephora.com/product/dramatically-different-moisturizing-gel-P122900?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,All About Eyes™ Rich Eye Cream,CLINIQUE,33.0,P174502,0.5 oz/ 15 mL,971473,52474,4.1479,1501,https://www.sephora.com/product/all-about-eyes-rich-P174502?icid2=products
Makeup/Accessories/Makeup Removers,"Take The Day Off Makeup Remover For Lids, Lashes & Lips",CLINIQUE,9.5,P122735,4.2 oz/ 125 mL,48074,66788,4.5246,3023,https://www.sephora.com/product/take-the-day-off-makeup-remover-for-lids-lashes-lips-P122735?icid2=products
Makeup/Face/Foundation,Beyond Perfecting Foundation + Concealer,CLINIQUE,29.5,P393325,1 oz/ 30 mL,2166825,93831,3.7552,2373,https://www.sephora.com/product/beyond-perfecting-foundation-concealer-P393325?icid2=products
Makeup/Face/Foundation,Stay-Matte Sheer Pressed Powder,CLINIQUE,28.5,P122748,Stay Buff ,51573,33771,4.3528,1338,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Take The Day Off Cleansing Balm,CLINIQUE,30.0,P126301,3.8 oz/ 125 mL,886267,138400,4.589,3533,https://www.sephora.com/product/take-the-day-off-cleansing-balm-P126301?icid2=products
Makeup/Eye/Mascara,High Impact Mascara,CLINIQUE,19.5,P122912,Black ,711267,32907,4.2922,2556,https://www.sephora.com/product/high-impact-mascara-P122912?icid2=products
Fragrance/Candles & Home Scents,Girls' Night Out Collection,Coal and Canary,50.0,P432412,5 x 3 oz/ 90 mL,2081966,886,2.8571,14,https://www.sephora.com/product/girls-night-out-collection-P432412?icid2=products
Fragrance/Candles & Home Scents,Smokey Eyes & Dreamy Guys,Coal and Canary,28.0,P432416,8 oz/ 240 mL,2082006,289,2.7143,7,https://www.sephora.com/product/smokey-eyes-dreamy-guys-P432416?icid2=products
Fragrance/Candles & Home Scents,Top Knots & Tequila Shots,Coal and Canary,28.0,P432414,8 oz/ 240 mL,2081982,280,3.4,5,https://www.sephora.com/product/top-knots-tequila-shots-P432414?icid2=products
Fragrance/Candles & Home Scents,Pink Lips & Limo Trips,Coal and Canary,28.0,P432415,8 oz/ 240 mL,2081990,341,5,1,https://www.sephora.com/product/pink-lips-limo-trips-P432415?icid2=products
Fragrance/Candles & Home Scents,Liquid Liner & Late Night Diner,Coal and Canary,28.0,P432417,8 oz/ 240 mL,2082014,432,4.25,4,https://www.sephora.com/product/liquid-liner-late-night-diner-P432417?icid2=products
Fragrance/Candles & Home Scents,Fake Lashes & Camera Flashes,Coal and Canary,28.0,P432413,8 oz/ 240 mL,2081974,346,4,4,https://www.sephora.com/product/fake-lashes-camera-flashes-P432413?icid2=products
Skincare/Wellness/Holistic Wellness,Cocofloss,Cocofloss,9.0,P421244,32 yd,1975424,19342,4.3077,286,https://www.sephora.com/product/cocofloss-P421244?icid2=products
Fragrance/Women/Perfume,Orris,Commodity,81.0,P417015,3.4 oz/ 100 mL,1898402,1692,4.5,18,https://www.sephora.com/product/orris-P417015?icid2=products
Fragrance/Women/Perfume,Nectar,Commodity,15.5,P428439,0.33 oz/ 10 mL,2039188,3470,4.1905,63,https://www.sephora.com/product/nectar-P428439?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Book Travel Spray,Commodity,15.5,P395032,0.33 oz/ 10 mL,1699933,5452,4.0378,238,https://www.sephora.com/product/book-P395032?icid2=products
Fragrance/Women/Perfume,Book,Commodity,15.5,P395008,0.33 oz/ 10 mL,1699933,4919,3.9808,156,https://www.sephora.com/product/book-P395008?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Nectar Travel Spray,Commodity,15.5,P428438,0.33 oz/ 10 mL,2039188,2687,4.1176,34,https://www.sephora.com/product/nectar-travel-spray-P428438?icid2=products
Fragrance/Women/Perfume,Vanille Abricot,Comptoir Sud Pacifique,42.0,P386773,1 oz/ 30 mL,1433192,6390,4.485,167,https://www.sephora.com/product/vanille-abricot-P386773?icid2=products
Fragrance/Women/Perfume,Vanille Coco,Comptoir Sud Pacifique,26.0,P386771,1 oz/ 30 mL,1433150,5731,4.5814,86,https://www.sephora.com/product/vanille-coco-P386771?icid2=products
Fragrance/Women/Perfume,Vanille Extreme,Comptoir Sud Pacifique,20.0,P386776,1 oz/ 30 mL,1433168,6392,4.3486,175,https://www.sephora.com/product/vanille-extreme-P386776?icid2=products
Fragrance/Women/Perfume,Vanille Blackberry,Comptoir Sud Pacifique,42.0,P420730,3.3 oz/ 100 mL,1915792,1565,4.5417,24,https://www.sephora.com/product/vanille-blackberry-P420730?icid2=products
Fragrance/Women/Perfume,Vanille Banane,Comptoir Sud Pacifique,42.0,P433654,3.4 oz/ 100 mL,2086122,1287,4.2,15,https://www.sephora.com/product/vanille-banane-P433654?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Vanille Coco Travel Spray,Comptoir Sud Pacifique,26.0,P406318,0.35 oz/ 10.4 mL,1794361,3912,3.8542,48,https://www.sephora.com/product/vanille-coco-travel-spray-P406318?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Vanille Extreme Travel Spray,Comptoir Sud Pacifique,26.0,P406316,0.35 oz/ 10.4 mL,1794379,2986,4.2222,27,https://www.sephora.com/product/vanille-extreme-travel-spray-P406316?icid2=products
Fragrance/Women/Perfume,Coco Figue,Comptoir Sud Pacifique,42.0,P386775,1 oz/ 30 mL,1622141,1712,4.5455,11,https://www.sephora.com/product/coco-figue-P386775?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Vanille Extreme Rollerball,Comptoir Sud Pacifique,20.0,P387169,0.33 oz/ 10 mL,1558865,0,5,1,https://www.sephora.com/product/vanille-extreme-rollerball-P387169?icid2=products
Skincare/High Tech Tools/Anti-Aging,Kinetic Smooth Hair Remover & Skin Polisher,Conture,49.0,P440946,na,2182657,1855,3.1429,7,https://www.sephora.com/product/kinetic-smooth-hair-remover-skin-polisher-P440946?icid2=products
Skincare/Sun Care/Face Sunscreen,Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,COOLA,46.0,P429516,1 oz/ 30 mL,2062842,28575,4.5096,677,https://www.sephora.com/product/full-spectrum-360-sun-silk-drops-spf-30-P429516?icid2=products
Skincare/Self Tanners/For Face,Organic Sunless Tan Anti-Aging Face Serum,COOLA,54.0,P418221,1.7 oz/ 50 mL,1924596,13175,4.0328,122,https://www.sephora.com/product/sunless-tan-anti-aging-face-serum-P418221?icid2=products
Skincare/Sun Care/Face Sunscreen,Mineral Face Matte Tint Sunscreen Moisturizer SPF 30,COOLA,36.0,P395627,1.7 oz/ 50 mL,1707140,14750,4.1343,201,https://www.sephora.com/product/mineral-face-spf-30-matte-tint-P395627?icid2=products
Skincare/Sun Care/Face Sunscreen,Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,36.0,P396623,1.7 oz/ 50 mL,1701671,20856,3.4161,483,https://www.sephora.com/product/makeup-setting-spray-spf30-P396623?icid2=products
Skincare/Moisturizers/BB & CC Creams,Rōsilliance™ Organic BB+ Cream SPF 30,COOLA,52.0,P409519,1.5 oz/ 44 mL,1819549,10837,3.8778,180,https://www.sephora.com/product/rosilliance-organic-bb-cream-spf-30-P409519?icid2=products
Skincare/Self Tanners/For Body,Sunless Tan Firming Lotion,COOLA,46.0,P441645,6 fl.oz/ 177 mL,2204105,3098,4.4444,18,https://www.sephora.com/product/sunless-tan-firming-lotion-P441645?icid2=products
